CCTV频道,#genre#
CGTN阿语,http://tvbox6.com/tv/ysp.php?id=40
CGTN俄语,http://tvbox6.com/tv/ysp.php?id=41
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
CCTV1,http://61.138.54.155:2233/hls/59/index.m3u8
CCTV1,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv18m/8000000/mnf.m3u8
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8
CCTV2,http://61.138.54.155:2233/hls/60/index.m3u8
CCTV2,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv2hd8m/8000000/mnf.m3u8
CCTV3,http://112.46.85.60:8009/hls/3/index.m3u8
CCTV3,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv38m/8000000/mnf.m3u8
CCTV4,http://112.46.85.60:8009/hls/4/index.m3u8
CCTV5,http://112.46.85.60:8009/hls/503/index.m3u8
CCTV5,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv58m/8000000/mnf.m3u8
CCTV5＋,http://61.138.54.155:2233/hls/61/index.m3u8
CCTV6,http://112.46.85.60:8009/hls/6/index.m3u8
CCTV6,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv68m/8000000/mnf.m3u8
CCTV7,http://112.46.85.60:8009/hls/504/index.m3u8
CCTV8,http://112.46.85.60:8009/hls/8/index.m3u8
CCTV8,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv88m/8000000/mnf.m3u8
CCTV9,http://112.46.85.60:8009/hls/509/index.m3u8
CCTV10,http://112.46.85.60:8009/hls/506/index.m3u8
CCTV11,http://112.46.85.60:8009/hls/11/index.m3u8
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8
CCTV13,http://112.46.85.60:8009/hls/13/index.m3u8
CCTV15,http://112.46.85.60:8009/hls/15/index.m3u8
CCTVNEWS,http://112.46.85.60:8009/hls/16/index.m3u8
CCTV少儿,http://112.46.85.60:8009/hls/14/index.m3u8
CCTV第一剧场,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171803.m3u8
CCTV电视指南,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024172503.m3u8
CCTV风云剧场,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171703.m3u8
CCTV风云音乐,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024163303.m3u8
CCTV风云足球,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
CCTV高尔夫网球,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024166203.m3u8
CCTV怀旧剧场,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171903.m3u8
CCTV女性时尚,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024172203.m3u8
CCTV世界地理,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024172003.m3u8
CCTV卫生健康,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024165203.m3u8
CCTV文化精品,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024172303.m3u8
CCTV央视台球,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024172403.m3u8
CCTV兵器科技,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024172103.m3u8
CGTN,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024181703.m3u8
CGTN纪录,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024182303.m3u8
CGTN西语,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024182103.m3u8
CGTN法语,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024181803.m3u8
CGTN阿语,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024182003.m3u8
CGTN俄语,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024181903.m3u8
CGTN阿拉伯语,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024182003.m3u8
CGTN法语,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024181803.m3u8
CGTN记录,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024182303.m3u8
CGTN西班牙语,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024182103.m3u8
CCTV1,http://tvbox6.icu/tv/ysp.php?id=1
CCTV2,http://tvbox6.icu/tv/ysp.php?id=2
CCTV3,http://tvbox6.icu/tv/ysp.php?id=3
CCTV4,http://tvbox6.icu/tv/ysp.php?id=4
CCTV5,http://tvbox6.icu/tv/ysp.php?id=5
CCTV5+,http://tvbox6.icu/tv/ysp.php?id=6
CCTV6,http://tvbox6.icu/tv/ysp.php?id=7
CCTV6,http://tvbox6.icu/tv/ysp.php?id=8
CCTV7,http://tvbox6.icu/tv/ysp.php?id=9
CCTV8,http://tvbox6.icu/tv/ysp.php?id=10
CCTV9,http://tvbox6.icu/tv/ysp.php?id=11
CCTV10,http://tvbox6.icu/tv/ysp.php?id=12
CCTV11,http://tvbox6.icu/tv/ysp.php?id=13
CCTV12,http://tvbox6.icu/tv/ysp.php?id=14
CCTV13,http://tvbox6.com/tv/ysp.php?id=15
CCTV14,http://tvbox6.icu/tv/ysp.php?id=16
CCTV15,http://tvbox6.icu/tv/ysp.php?id=17
CCTV16,http://tvbox6.icu/tv/ysp.php?id=18
CCTV16,http://tvbox6.icu/tv/ysp.php?id=19
CCTV17,http://tvbox6.icu/tv/ysp.php?id=20
CCTV4K,http://tvbox6.icu/tv/ysp.php?id=21
CCTV8K,http://tvbox6.icu/tv/ysp.php?id=22
CCTV兵器科技,http://tvbox6.icu/tv/ysp.php?id=23
CCTV第一剧场,http://tvbox6.icu/tv/ysp.php?id=24
CCTV怀旧剧场,http://tvbox6.icu/tv/ysp.php?id=25
CCTV风云剧场,http://tvbox6.icu/tv/ysp.php?id=26
CCTV风云音乐,http://tvbox6.icu/tv/ysp.php?id=27
CCTV风云足球,http://tvbox6.icu/tv/ysp.php?id=28
CCTV电视指南,http://tvbox6.icu/tv/ysp.php?id=29
CCTV女性时尚,http://tvbox6.icu/tv/ysp.php?id=30
CCTV央视文化精品,http://tvbox6.icu/tv/ysp.php?id=31
CCTV世界地理,http://tvbox6.icu/tv/ysp.php?id=32
CCTV高尔夫网球,http://tvbox6.icum/tv/ysp.php?id=33
CCTV央视台球,http://tvbox6.icu/tv/ysp.php?id=34
CCTV卫生健康,http://tvbox6.icu/tv/ysp.php?id=35
CGTN,http://tvbox6.icu/tv/ysp.php?id=36
CGTN纪录,http://tvbox6.icu/tv/ysp.php?id=37
CGTN西语,http://tvbox6.icu/tv/ysp.php?id=38
CGTN法语,http://tvbox6.icu/tv/ysp.php?id=39
CGTN阿语,http://tvbox6.icu/tv/ysp.php?id=40
CGTN俄语,http://tvbox6.icu/tv/ysp.php?id=41

各省卫视,#genre#
北京卫视,http://tvbox6.icu/tv/ysp.php?id=43
东方卫视,http://tvbox6.icu/tv/ysp.php?id=44
天津卫视,http://tvbox6.icu/tv/ysp.php?id=45
重庆卫视,http://tvbox6.icu/tv/ysp.php?id=46
黑龙江卫视,http://tvbox6.icu/tv/ysp.php?id=47
辽宁卫视,http://tvbox6.icu/tv/ysp.php?id=48
河北卫视,http://tvbox6.icu/tv/ysp.php?id=49
山东卫视,http://tvbox6.icu/tv/ysp.php?id=50
安徽卫视,http://tvbox6.icu/tv/ysp.php?id=51
河南卫视,http://tvbox6.icu/tv/ysp.php?id=52
湖北卫视,http://tvbox6.icu/tv/ysp.php?id=53
湖南卫视,http://tvbox6.icu/tv/ysp.php?id=54
江西卫视,http://tvbox6.icu/tv/ysp.php?id=55
江苏卫视,http://tvbox6.icu/tv/ysp.php?id=56
浙江卫视,http://tvbox6.icu/tv/ysp.php?id=57
东南卫视,http://tvbox6.icu/tv/ysp.php?id=58
广东卫视,http://tvbox6.icu/tv/ysp.php?id=59
深圳卫视,http://tvbox6.icu/tv/ysp.php?id=60
广西卫视,http://tvbox6.icu/tv/ysp.php?id=61
贵州卫视,http://tvbox6.icu/tv/ysp.php?id=62
四川卫视,http://tvbox6.icu/tv/ysp.php?id=63
新疆卫视,http://tvbox6.icu/tv/ysp.php?id=64
海南卫视,http://tvbox6.icu/tv/ysp.php?id=65
兵团卫视,http://tvbox6.icu/tv/ysp.php?id=66
北京卫视,http://tvbox6.com/tv/ysp.php?id=43
东方卫视,http://tvbox6.com/tv/ysp.php?id=44
天津卫视,http://tvbox6.com/tv/ysp.php?id=45
重庆卫视,http://tvbox6.com/tv/ysp.php?id=46
黑龙江卫视,http://tvbox6.com/tv/ysp.php?id=47
辽宁卫视,http://tvbox6.com/tv/ysp.php?id=48
河北卫视,http://tvbox6.com/tv/ysp.php?id=49
山东卫视,http://tvbox6.com/tv/ysp.php?id=50
安徽卫视,http://tvbox6.com/tv/ysp.php?id=51
河南卫视,http://tvbox6.com/tv/ysp.php?id=52
湖北卫视,http://tvbox6.com/tv/ysp.php?id=53
湖南卫视,http://tvbox6.com/tv/ysp.php?id=54
江西卫视,http://tvbox6.com/tv/ysp.php?id=55
江苏卫视,http://tvbox6.com/tv/ysp.php?id=56
浙江卫视,http://tvbox6.com/tv/ysp.php?id=57
东南卫视,http://tvbox6.com/tv/ysp.php?id=58
广东卫视,http://tvbox6.com/tv/ysp.php?id=59
深圳卫视,http://tvbox6.com/tv/ysp.php?id=60
广西卫视,http://tvbox6.com/tv/ysp.php?id=61
贵州卫视,http://tvbox6.com/tv/ysp.php?id=62
四川卫视,http://tvbox6.com/tv/ysp.php?id=63
新疆卫视,http://tvbox6.com/tv/ysp.php?id=64
海南卫视,http://tvbox6.com/tv/ysp.php?id=65
兵团卫视,http://tvbox6.com/tv/ysp.php?id=66北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
河南卫视,http://123.163.55.234:9901/tsfile/live/0139_1.m3u8
河南卫视,http://219.159.147.195:9901/tsfile/live/1034_1.m3u8
河南卫视,http://124.205.11.238:91/live/HeNWS-1500k/live.m3u8
湖南卫视,http://118.144.105.50:91/live/HuNWShd-8M/live.m3u8
湖南卫视,http://124.205.11.205:91/live/HuNWS-1500k/live.m3u8
北京卫视,http://124.205.11.203:91/live/BJWShd-8M/live.m3u8
浙江卫视,http://124.205.11.205:91/live/ZJWShd-8M/live.m3u8
广东卫视,http://118.144.105.55:91/live/GDWShd-8M/live.m3u8
深圳卫视,http://124.205.11.238:91/live/SZWShd-8M/live.m3u8
江苏卫视,http://124.205.11.203:91/live/JSWShd-8M/live.m3u8
东方卫视,http://124.205.11.199:91/live/DFWShd-8M/live.m3u8
安徽卫视,http://118.144.105.50:91/live/AHWShd-8M/live.m3u8
天津卫视,http://124.205.11.199:91/live/TJWShd-8M/live.m3u8
山东卫视,http://124.205.11.238:91/live/SDWShd-8M/live.m3u8
山西卫视,http://124.205.11.203:91/live/SXWS1-1500k/live.m3u8
重庆卫视,http://118.144.105.51:91/live/CQWShd-8M/live.m3u8
湖北卫视,http://118.144.105.51:91/live/HuBWShd-8M/live.m3u8
黑龙江卫视,http://124.205.11.238:91/live/HLJWShd-8M/live.m3u8
辽宁卫视,http://118.144.105.51:91/live/LNWShd-8M/live.m3u8
四川卫视,http://118.144.105.50:91/live/SCWS-1500k/live.m3u8
贵州卫视,http://124.205.11.238:91/live/GZWShd-8M/live.m3u8
陕西卫视,http://124.205.11.238:91/live/SXWS3-1500k/live.m3u8
广西卫视,http://124.205.11.203:91/live/GXWS-1500k/live.m3u8
江西卫视,http://124.205.11.199:91/live/JXWShd-8M/live.m3u8
吉林卫视,http://124.205.11.203:91/live/JLWShd-8M/live.m3u8
厦门卫视,http://118.144.105.50:91/live/XMWS-1500k/live.m3u8
宁夏卫视,http://124.205.11.238:91/live/NXWS-1500k/live.m3u8
东南卫视,http://118.144.105.50:91/live/DNWShd-8M/live.m3u8
云南卫视,http://118.144.105.55:91/live/YNWS-1500k/live.m3u8
甘肃卫视,http://124.205.11.246:91/live/GSWS-1500k/live.m3u8
青海卫视,http://124.205.11.199:91/live/QHWS-1500k/live.m3u8
兵团卫视,http://124.205.11.199:91/live/BTWS-1500k/live.m3u8
农林卫视,http://124.205.11.238:91/live/NLWS-1500k/live.m3u8
大湾区卫视,http://124.205.11.205:91/live/NFWS-1500k/live.m3u8
内蒙古卫视,http://118.144.105.51:91/live/NMGWS-1500k/live.m3u8
新疆卫视,http://118.144.105.50:91/live/XJWS-1500k/live.m3u8
西藏卫视,http://118.144.105.50:91/live/XZWS-1500k/live.m3u8
海南卫视,http://118.144.105.50:91/live/XZWS-1500k/live.m3u8
三沙卫视,http://124.205.11.205:91/live/SSWS-1500k/live.m3u8
纪实文人,http://124.205.11.246:91/live/JSRWhd-8M/live.m3u8
金鹰纪实,http://124.205.11.199:91/live/JYJShd-8M/live.m3u8
哈哈炫动,http://124.205.11.238:91/live/XDKT-1500k/live.m3u8
金鹰卡通,http://124.205.11.203:91/live/JYKT-1500k/live.m3u8
嘉佳卡通,http://124.205.11.199:91/live/JJKT-1500k/live.m3u8
财富天下,http://124.205.11.238:91/live/CFTX-1500k/live.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225760/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8#https://hls.gstv.com.cn/49048r/6e1sy2.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
河北频道,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3944fff7fdd8f8caf6adce2c9a0ef126
延边频道,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
安徽卫视,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171403.m3u8
北京卫视,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024052703.m3u8
东方卫视,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024054503.m3u8
东南卫视,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024061503.m3u8
广东卫视,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024060903.m3u8
广西卫视,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024060703.m3u8
海南卫视,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024055603.m3u8
河北卫视,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171503.m3u8
