央视频道,#genre#
CCTV-9,http://114.241.106.76:85/tsfile/live/9/1009_1.m3u8?key=txiptv
CCTV-9,http://124.165.251.82:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://42.237.163.143:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,https://piccpndali.v.myalicdn.com/audio/cctv9_2.m3u8
CCTV-9,http://154.12.36.187:656/index.php?token=2025&id=cctv9
CCTV-9,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV-10,http://60.10.139.113:8801/hls/10/index.m3u8
CCTV-10,http://222.85.198.92:8000/hls/9/index.m3u8
CCTV-10,http://114.241.106.76:85/tsfile/live/10/1010_1.m3u8?key=txiptv
CCTV-10,http://114.241.106.139:85/tsfile/live/10/1010_1.m3u8?key=txiptv
CCTV-10,http://42.237.163.143:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://113.9.184.210:9003/hls/3010/index.m3u8
CCTV-10,http://110.72.7.55:808/hls/10/index.m3u8
CCTV-10,http://124.165.251.82:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://154.12.36.187:656/index.php?token=2025&id=cctv10
CCTV-10,http://123.113.104.82:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://114.241.106.139:85/tsfile/live/11/1011_1.m3u8?key=txiptv
CCTV-11,http://114.241.106.76:85/tsfile/live/11/1011_1.m3u8?key=txiptv
CCTV-11,http://60.10.139.113:8801/hls/96/index.m3u8
CCTV-11,http://110.72.7.55:808/hls/11/index.m3u8
CCTV-11,http://222.85.198.92:8000/hls/10/index.m3u8
CCTV-11,http://139.227.221.179:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11,http://123.113.104.82:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://154.12.36.187:656/index.php?token=2025&id=cctv11
CCTV-11,http://h.vanshun.com:8802/udp/239.49.0.127:8000
CCTV-11,http://www.xinhuaifeiyang.top:6800/udp/239.49.0.127:8000
CCTV-12,http://114.241.106.139:85/tsfile/live/12/1012_1.m3u8?key=txiptv
CCTV-12,http://60.10.139.113:8801/hls/11/index.m3u8
CCTV-12,http://114.241.106.76:85/tsfile/live/12/1012_1.m3u8?key=txiptv
CCTV-12,http://110.72.7.55:808/hls/12/index.m3u8
CCTV-12,http://113.9.184.210:9003/hls/3012/index.m3u8
CCTV-12,http://42.237.163.143:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-12,http://139.227.221.179:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12,https://piccpndali.v.myalicdn.com/audio/cctv12_2.m3u8
CCTV-12,http://154.12.36.187:656/index.php?token=2025&id=cctv12
CCTV-13,http://114.241.106.139:85/tsfile/live/13/1013_1.m3u8?key=txiptv
CCTV-13,http://60.10.139.113:8801/hls/12/index.m3u8
CCTV-13,http://60.212.134.243:85/tsfile/live/33/2008_1.m3u8?key=txiptv
CCTV-13,http://114.241.106.76:85/tsfile/live/13/1013_1.m3u8?key=txiptv
CCTV-13,http://110.72.7.55:808/hls/13/index.m3u8
CCTV-13,http://42.237.163.143:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://175.22.10.193:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,https://piccpndali.v.myalicdn.com/audio/cctv13_2.m3u8
CCTV-13,http://cdn3.163189.xyz/163189/cctv13
CCTV-13,http://154.12.36.187:656/index.php?token=2025&id=cctv13
CCTV-14,http://60.10.139.113:8801/hls/13/index.m3u8
CCTV-14,http://222.85.198.92:8000/hls/13/index.m3u8
CCTV-14,http://114.241.106.139:85/tsfile/live/14/1014_1.m3u8?key=txiptv
CCTV-14,http://42.237.163.143:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://114.241.106.76:85/tsfile/live/14/1014_1.m3u8?key=txiptv
CCTV-14,http://110.72.7.55:808/hls/14/index.m3u8
CCTV-14,http://113.9.184.210:9003/hls/3014/index.m3u8
CCTV-14,http://175.22.10.193:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://139.227.221.179:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14,http://154.12.36.187:656/index.php?token=2025&id=cctv14
CCTV-15,http://60.10.139.113:8801/hls/97/index.m3u8
CCTV-15,http://222.85.198.92:8000/hls/14/index.m3u8
CCTV-15,http://114.241.106.76:85/tsfile/live/15/1015_1.m3u8?key=txiptv
CCTV-15,http://114.241.106.139:85/tsfile/live/15/1015_1.m3u8?key=txiptv
CCTV-15,http://139.227.221.179:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://175.22.10.193:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://154.12.36.187:656/index.php?token=2025&id=cctv15
CCTV-15,http://110.72.7.55:808/hls/15/index.m3u8
CCTV-15,https://piccpndali.v.myalicdn.com/audio/cctv15_2.m3u8
CCTV-15,http://123.113.104.82:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://yuwentao114.x3322.net:4022/udp/239.252.219.59:5140
CCTV-16,http://113.9.184.210:9003/hls/3016/index.m3u8
CCTV-16,http://h.vanshun.com:8802/udp/239.49.8.31:8000
CCTV-16,http://www.xinhuaifeiyang.top:6800/udp/239.49.8.31:8000
CCTV-16,http://ikuai.ipddns.top:8888/rtp/239.3.1.184:8001
CCTV-16,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?
CCTV-16,https://hls-gateway.vpstv.net/streams/709089.m3u8
CCTV-16,https://yunmei.tv/main/cctv-16.m3u8
CCTV-16,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-16,https://hls-gateway.vpstv.net/streams/709272.m3u8
CCTV-17,http://60.10.139.113:8801/hls/98/index.m3u8
CCTV-17,http://113.9.184.210:9003/hls/3017/index.m3u8
CCTV-17,http://154.12.36.187:656/index.php?token=2025&id=cctv17
CCTV-17,http://yuwentao114.x3322.net:4022/udp/239.252.220.192:5140
CCTV-17,http://h.vanshun.com:8802/udp/239.49.8.132:6000
CCTV-17,http://www.xinhuaifeiyang.top:6800/udp/239.49.8.132:6000
CCTV-17,http://ikuai.ipddns.top:8888/rtp/239.3.1.151:8144
CCTV-17,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?
CCTV-17,http://lu.wqwqwq.sbs/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV-17,https://hls-gateway.vpstv.net/streams/708820.m3u8
卫视频道,#genre#
广东卫视,http://114.241.106.139:85/tsfile/live/45/1045_1.m3u8?key=txiptv
广东卫视,http://110.72.7.55:808/hls/28/index.m3u8
广东卫视,http://114.241.106.76:85/tsfile/live/45/1045_1.m3u8?key=txiptv
广东卫视,http://110.72.55.189:8181/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://110.72.78.203:8181/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://113.9.184.210:9003/hls/3055/index.m3u8
广东卫视,http://42.237.163.143:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://124.165.251.82:85/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://154.12.36.187:656/index.php?token=2025&id=gdws
广东卫视,http://139.227.221.179:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://60.212.134.243:85/tsfile/live/43/2018_1.m3u8?key=txiptv
浙江卫视,http://114.241.106.76:85/tsfile/live/27/1027_1.m3u8?key=txiptv
浙江卫视,http://42.237.163.143:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://114.241.106.139:85/tsfile/live/27/1027_1.m3u8?key=txiptv
浙江卫视,http://113.9.184.210:9003/hls/3059/index.m3u8
浙江卫视,http://154.12.36.187:656/index.php?token=2025&id=zjws
浙江卫视,http://124.88.238.50:9003/hls/24/index.m3u8
浙江卫视,http://124.165.251.82:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://139.227.221.179:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://114.241.106.76:85/tsfile/live/26/1026_1.m3u8?key=txiptv
湖南卫视,http://114.241.106.139:85/tsfile/live/26/1026_1.m3u8?key=txiptv
湖南卫视,http://110.72.7.55:808/hls/29/index.m3u8
湖南卫视,http://110.72.78.203:8181/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://60.212.134.243:85/tsfile/live/41/2016_1.m3u8?key=txiptv
湖南卫视,http://113.9.184.210:9003/hls/3048/index.m3u8
湖南卫视,http://110.72.55.189:8181/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://154.12.36.187:656/index.php?token=2025&id=hunws
北京卫视,http://60.212.134.243:85/tsfile/live/44/2019_1.m3u8?key=txiptv
北京卫视,http://183.131.110.207:85/tsfile/live/25/2012_1.m3u8?key=txiptv
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://110.72.7.55:808/hls/32/index.m3u8
北京卫视,http://113.9.184.210:9003/hls/3044/index.m3u8
北京卫视,http://139.227.221.179:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://110.72.55.189:8181/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://124.165.251.82:85/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.159.210.185:85/tsfile/live/1028_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
湖北卫视,http://60.212.134.243:85/tsfile/live/48/2023_1.m3u8?key=txiptv
湖北卫视,http://114.241.106.139:85/tsfile/live/40/1040_1.m3u8?key=txiptv
湖北卫视,http://114.241.106.76:85/tsfile/live/40/1040_1.m3u8?key=txiptv
湖北卫视,http://113.9.184.210:9003/hls/3049/index.m3u8
湖北卫视,http://110.72.55.189:8181/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://139.227.221.179:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://124.165.251.82:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://175.22.10.193:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://110.72.7.55:808/hls/36/index.m3u8
湖北卫视,http://154.12.36.187:656/index.php?token=2025&id=hubws
黑龙江卫视,http://114.241.106.139:85/tsfile/live/35/1035_1.m3u8?key=txiptv
黑龙江卫视,http://114.241.106.76:85/tsfile/live/35/1035_1.m3u8?key=txiptv
黑龙江卫视,http://110.72.7.55:808/hls/38/index.m3u8
黑龙江卫视,http://124.165.251.82:85/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://154.12.36.187:656/index.php?token=2025&id=hljws
黑龙江卫视,http://113.9.184.210:9003/hls/3022/index.m3u8
黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
黑龙江卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226965/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7UiKL56-L86ihmTWaZ6csw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
黑龙江卫视,https://hls-gateway.vpstv.net/streams/708854.m3u8
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8
安徽卫视,http://60.212.134.243:85/tsfile/live/46/2021_1.m3u8?key=txiptv
安徽卫视,http://114.241.106.139:85/tsfile/live/29/1029_1.m3u8?key=txiptv
安徽卫视,http://114.241.106.76:85/tsfile/live/29/1029_1.m3u8?key=txiptv
安徽卫视,http://139.227.221.179:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://154.12.36.187:656/index.php?token=2025&id=ahws
安徽卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226943/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0QmKQ_slRCwvVVUUfxPVbw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8
安徽卫视,http://3501776.xyz:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
安徽卫视,http://lu.wqwqwq.sbs/itv/1000000005000265025.m3u8?cdn=ystenlive
安徽卫视,https://hls-gateway.vpstv.net/streams/708868.m3u8
重庆卫视,http://114.241.106.139:85/tsfile/live/42/1042_1.m3u8?key=txiptv
重庆卫视,http://114.241.106.76:85/tsfile/live/42/1042_1.m3u8?key=txiptv
重庆卫视,http://154.12.36.187:656/index.php?token=2025&id=cqws
重庆卫视,http://139.227.221.179:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226963/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EjTXsJprEx2nE38tdvu5lhA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8
重庆卫视,http://3501776.xyz:35455/itv/1000000005000265017.m3u8?cdn=ystenlive
重庆卫视,http://lu.wqwqwq.sbs/itv/1000000005000265017.m3u8?cdn=ystenlive
重庆卫视,https://hls-gateway.vpstv.net/streams/476918.m3u8
重庆卫视,https://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/chongqing/1000/01.m3u8?&HlsSubType=&encrypt=
东方卫视,http://60.212.134.243:85/tsfile/live/45/2020_1.m3u8?key=txiptv
东方卫视,http://183.131.110.207:85/tsfile/live/24/2011_1.m3u8?key=txiptv
东方卫视,http://42.237.163.143:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://110.72.7.55:808/hls/30/index.m3u8
东方卫视,http://175.22.10.193:85/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://154.12.36.187:656/index.php?token=2025&id=dfws
东方卫视,https://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226898/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0uh4lyjjBCCN7TCq21vSIQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东南卫视,http://114.241.106.76:85/tsfile/live/43/1043_1.m3u8?key=txiptv
东南卫视,http://114.241.106.139:85/tsfile/live/41/1041_1.m3u8?key=txiptv
东南卫视,http://114.241.106.139:85/tsfile/live/43/1043_1.m3u8?key=txiptv
东南卫视,http://110.72.7.55:808/hls/41/index.m3u8
东南卫视,http://114.241.106.76:85/tsfile/live/41/1041_1.m3u8?key=txiptv
东南卫视,http://139.227.221.179:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://154.12.36.187:656/index.php?token=2025&id=dnws
东南卫视,http://175.22.10.193:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
东南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226991/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQ6F5Mjgs0tJyEArWFL3vQA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
甘肃卫视,http://154.12.36.187:656/index.php?token=2025&id=gsws
甘肃卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
甘肃卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227020/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Err-CLugPnTcUinEM8JeySg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
甘肃卫视,https://hls.gstv.com.cn/49048r/6e1sy2.m3u8
甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi.php
甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi-3.m3u8
甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi-2.php
甘肃卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000031121&livemode=1&stbId=yu&mode=1&
甘肃卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000017827&livemode=1&stbId=yu&mode=1&
甘肃卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000006000040021&livemode=1&stbId=yu&mode=1&
